# Program:featureCounts v2.1.1; Command:"featureCounts" "-F" "GTF" "-t" "exon" "-g" "transcript_id" "-T" "64" "-p" "-B" "-C" "-Q" "10" "-s" "0" "-a" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/burkholderia.gtf" "-o" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/counts/burkholderia/counts_burkholderia.txt" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/B_1.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/B_2.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/B_3.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/CK_B_1.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/CK_B_2.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/CK_B_3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	B_1.sorted.bam	B_2.sorted.bam	B_3.sorted.bam	CK_B_1.sorted.bam	CK_B_2.sorted.bam	CK_B_3.sorted.bam
ACSMXP_28775.t01	CP195872	2332990	2333394	+	405	818	813	784	290	328	226
ACSMXP_28780.t01	CP195872	2333552	2334547	+	996	916	733	708	326	305	254
ACSMXP_28785.t01	CP195872	2334694	2334987	+	294	318	267	262	111	99	82
ACSMXP_28790.t01	CP195872	2335098	2335934	-	837	277	227	215	189	165	155
ACSMXP_28795.t01	CP195872	2336118	2337326	-	1209	319	215	266	117	81	80
ACSMXP_28800.t01	CP195872	2337424	2338389	+	966	388	239	290	461	400	327
ACSMXP_28805.t01	CP195872	2338453	2338728	-	276	79	98	78	266	268	179
ACSMXP_28810.t01	CP195872	2339014	2339700	+	687	108	111	67	112	81	62
ACSMXP_28815.t01	CP195872	2339758	2340681	-	924	267	198	202	231	231	170
ACSMXP_28820.t01	CP195872	2340823	2340990	+	168	36	37	33	26	12	18
ACSMXP_28825.t01	CP195872	2341026	2342915	+	1890	425	296	278	208	141	144
ACSMXP_28830.t01	CP195872	2342917	2343363	+	447	63	35	55	11	17	9
ACSMXP_28835.t01	CP195872	2343433	2344368	+	936	383	391	350	270	199	209
ACSMXP_28840.t01	CP195872	2344365	2345057	+	693	144	108	123	75	87	56
ACSMXP_28845.t01	CP195872	2345138	2346637	+	1500	393	353	279	181	152	143
ACSMXP_28850.t01	CP195872	2346981	2348078	+	1098	412	350	299	229	165	175
ACSMXP_28855.t01	CP195872	2348116	2349408	-	1293	301	199	231	58	39	40
ACSMXP_28860.t01	CP195872	2349405	2350172	-	768	215	197	163	83	88	52
ACSMXP_28865.t01	CP195872	2350169	2350441	-	273	136	105	120	43	44	26
ACSMXP_28870.t01	CP195872	2350542	2351375	-	834	202	221	163	91	75	83
ACSMXP_28875.t01	CP195872	2351722	2352030	+	309	71	69	61	25	33	14
ACSMXP_28880.t01	CP195872	2352179	2352487	-	309	65	50	53	12	11	6
ACSMXP_28885.t01	CP195872	2352633	2353844	-	1212	270	192	199	136	152	124
ACSMXP_28890.t01	CP195872	2353912	2354505	-	594	184	105	110	41	39	21
ACSMXP_28895	CP195872	2354636	2354928	+	293	64	48	64	86	74	47
ACSMXP_28900.t01	CP195872	2355165	2358467	-	3303	806	768	660	1077	991	685
ACSMXP_28905.t01	CP195872	2358464	2358793	-	330	151	132	114	465	388	274
ACSMXP_28910.t01	CP195872	2359134	2360894	-	1761	675	643	626	4611	3715	5933
ACSMXP_28915.t01	CP195872	2361010	2361921	+	912	261	240	225	408	324	281
ACSMXP_28920.t01	CP195872	2361931	2362392	-	462	122	155	150	652	557	457
ACSMXP_28925.t01	CP195872	2362402	2362845	-	444	95	92	88	133	82	106
ACSMXP_28930.t01	CP195872	2363070	2364386	+	1317	333	317	285	100	108	94
ACSMXP_28935.t01	CP195872	2364485	2364952	-	468	293	281	230	74	58	62
ACSMXP_28940.t01	CP195872	2365318	2365980	+	663	306	284	193	188	135	115
ACSMXP_28945.t01	CP195872	2366074	2367627	-	1554	449	471	358	759	482	557
ACSMXP_28950.t01	CP195872	2367627	2368307	-	681	356	380	333	907	563	703
ACSMXP_28955.t01	CP195872	2368570	2368932	+	363	52	35	58	75	38	69
ACSMXP_28960.t01	CP195872	2368944	2369507	+	564	80	38	42	237	72	197
ACSMXP_28965.t01	CP195872	2369516	2370625	-	1110	151	118	138	229	81	172
ACSMXP_28970.t01	CP195872	2370969	2371901	-	933	546	498	438	1004	722	700
ACSMXP_28975.t01	CP195872	2372013	2373590	-	1578	329	286	252	151	124	76
ACSMXP_28980.t01	CP195872	2373587	2373823	-	237	50	52	62	27	31	27
ACSMXP_28985.t01	CP195872	2374155	2375105	-	951	571	359	401	272	293	174
ACSMXP_28990.t01	CP195872	2375102	2375848	-	747	341	356	357	266	305	192
ACSMXP_28995.t01	CP195872	2375979	2379638	-	3660	1255	1263	1094	1285	1589	940
ACSMXP_29000.t01	CP195872	2380323	2380778	+	456	725	652	618	2245	3591	1858
ACSMXP_29005.t01	CP195872	2380849	2381928	+	1080	395	351	350	399	926	390
ACSMXP_29010.t01	CP195872	2381925	2382716	+	792	535	434	453	485	1013	346
ACSMXP_29015.t01	CP195872	2382713	2384998	+	2286	574	543	441	529	720	416
ACSMXP_29020.t01	CP195872	2385042	2387741	+	2700	501	407	407	202	229	167
ACSMXP_29025.t01	CP195872	2387848	2388978	+	1131	195	140	103	67	59	34
ACSMXP_29030.t01	CP195872	2388969	2393873	+	4905	799	673	678	347	321	219
ACSMXP_29035.t01	CP195872	2393889	2394836	-	948	273	364	373	377	345	284
ACSMXP_29040.t01	CP195872	2394972	2396180	+	1209	495	483	486	413	411	292
ACSMXP_29045.t01	CP195872	2396223	2397458	-	1236	283	263	227	54	63	48
ACSMXP_29050.t01	CP195872	2397841	2398971	-	1131	340	231	307	205	183	153
ACSMXP_29055.t01	CP195872	2398995	2400098	-	1104	335	258	318	179	125	98
ACSMXP_29060.t01	CP195872	2400194	2401228	-	1035	384	283	241	283	266	177
ACSMXP_29065.t01	CP195872	2401346	2401834	+	489	309	335	283	354	253	256
ACSMXP_29070.t01	CP195872	2401900	2402445	+	546	157	99	111	57	41	36
ACSMXP_29075.t01	CP195872	2402482	2403522	-	1041	203	198	155	90	63	64
ACSMXP_29080.t01	CP195872	2403706	2404350	+	645	675	681	743	1630	1287	972
ACSMXP_29085.t01	CP195872	2404450	2405205	-	756	215	232	160	51	85	26
ACSMXP_29090.t01	CP195872	2405291	2406067	-	777	115	81	96	30	40	43
ACSMXP_29095.t01	CP195872	2406086	2406703	-	618	119	76	87	34	28	24
ACSMXP_29100.t01	CP195872	2406868	2407455	+	588	315	437	385	381	329	232
ACSMXP_29105.t01	CP195872	2407505	2407885	-	381	160	181	147	419	406	316
ACSMXP_29110.t01	CP195872	2408094	2408393	-	300	58	49	32	53	31	29
ACSMXP_29115.t01	CP195872	2408386	2409132	-	747	132	111	138	219	160	102
ACSMXP_29120.t01	CP195872	2409248	2409718	+	471	399	345	322	372	268	297
ACSMXP_29125.t01	CP195872	2409758	2410537	-	780	1527	1151	1083	2681	1890	1280
ACSMXP_29130.t01	CP195872	2410786	2411685	+	900	230	205	194	304	259	209
ACSMXP_29135.t01	CP195872	2411763	2413415	-	1653	285	278	234	237	152	192
ACSMXP_29140.t01	CP195872	2414798	2416186	+	1389	258	192	187	107	146	66
ACSMXP_29145.t01	CP195872	2416224	2417399	-	1176	301	182	204	344	316	217
ACSMXP_29150.t01	CP195872	2417533	2419671	-	2139	6138	5321	5253	33310	23497	21643
ACSMXP_29155.t01	CP195872	2420224	2421144	+	921	618	598	546	1386	1110	934
ACSMXP_29160.t01	CP195872	2421446	2422228	+	783	15512	10544	10554	12296	9175	9272
ACSMXP_29165.t01	CP195872	2422429	2423544	+	1116	1576	1470	1363	1027	931	645
ACSMXP_29170.t01	CP195872	2423722	2424471	-	750	261	246	208	268	310	210
ACSMXP_29175.t01	CP195872	2424842	2425999	+	1158	961	1089	904	4313	3149	2427
ACSMXP_29180.t01	CP195872	2426205	2426465	+	261	471	734	510	2331	2960	1670
ACSMXP_29185.t01	CP195872	2426590	2426991	+	402	1377	1329	1228	6523	5537	4965
ACSMXP_29190.t01	CP195872	2427404	2427628	+	225	46	42	52	18	20	13
ACSMXP_29195.t01	CP195872	2427628	2428716	+	1089	224	202	172	108	88	76
ACSMXP_29200.t01	CP195872	2428740	2429567	+	828	436	395	414	192	153	147
ACSMXP_29205.t01	CP195872	2429661	2430677	-	1017	26834	23857	22548	9138	9326	6330
ACSMXP_29210.t01	CP195872	2430845	2431327	-	483	54408	55863	49233	19369	18604	16039
ACSMXP_29215.t01	CP195872	2432273	2432869	-	597	506	565	425	1573	1129	977
ACSMXP_29220.t01	CP195872	2432884	2433252	-	369	255	214	192	3568	2889	2734
ACSMXP_29225.t01	CP195872	2433875	2435299	+	1425	31050	70476	46637	1375	1734	1024
ACSMXP_29230.t01	CP195872	2435338	2436345	+	1008	17420	21851	16365	857	928	633
ACSMXP_29235.t01	CP195872	2436317	2436496	+	180	1366	832	768	206	181	164
ACSMXP_29240.t01	CP195872	2436534	2437457	-	924	2136	866	1241	524	404	253
ACSMXP_29245.t01	CP195872	2437646	2438356	-	711	156	169	143	186	116	109
ACSMXP_29250.t01	CP195872	2438424	2438990	-	567	133	93	86	62	38	64
ACSMXP_29255.t01	CP195872	2439057	2440157	-	1101	234	171	202	40	32	36
ACSMXP_29260.t01	CP195872	2440233	2440619	-	387	101	82	85	28	17	18
ACSMXP_29265.t01	CP195872	2440898	2441968	-	1071	620	616	559	899	805	552
ACSMXP_29270.t01	CP195872	2442267	2442554	+	288	309	416	348	1234	998	848
ACSMXP_29275.t01	CP195872	2442699	2443235	-	537	291	331	301	361	250	271
ACSMXP_29280.t01	CP195872	2443453	2443968	+	516	333	347	306	394	303	288
ACSMXP_29285.t01	CP195872	2443971	2444903	-	933	730	957	862	1046	863	713
ACSMXP_29290.t01	CP195872	2445110	2446324	+	1215	290	203	191	140	78	106
ACSMXP_29295.t01	CP195872	2446358	2447668	+	1311	330	224	244	151	102	80
ACSMXP_29300.t01	CP195872	2447828	2448046	+	219	11156	10413	9500	816	664	713
ACSMXP_29305.t01	CP195872	2448194	2452207	-	4014	8036	8200	7036	5357	3717	4075
ACSMXP_29310.t01	CP195872	2452540	2453919	-	1380	745	862	771	1917	1436	1437
ACSMXP_29315.t01	CP195872	2453919	2454308	-	390	41	55	52	142	113	118
ACSMXP_29320.t01	CP195872	2454558	2456018	-	1461	874	730	757	1294	1163	1067
ACSMXP_29325.t01	CP195872	2456412	2456765	+	354	777	895	585	3365	3275	2871
ACSMXP_29330.t01	CP195872	2457000	2457200	-	201	31	32	23	51	44	48
ACSMXP_29335.t01	CP195872	2457194	2459068	+	1875	482	492	431	550	400	317
ACSMXP_29340.t01	CP195872	2459288	2462683	+	3396	4296	5113	4100	1179	985	747
ACSMXP_29345.t01	CP195872	2462628	2463128	-	501	359	249	276	89	98	58
ACSMXP_29350.t01	CP195872	2463139	2463678	-	540	116	128	104	58	44	43
ACSMXP_29355.t01	CP195872	2463702	2464310	-	609	124	100	117	59	68	59
ACSMXP_29360.t01	CP195872	2464510	2465427	+	918	310	307	329	373	364	290
ACSMXP_29365.t01	CP195872	2465713	2465868	-	156	6614	17916	12181	4099	3233	3324
ACSMXP_29370.t01	CP195872	2466108	2467334	-	1227	2554	2381	2372	3054	2713	1840
ACSMXP_29375.t01	CP195872	2467525	2468220	-	696	532	581	548	1907	1747	1304
ACSMXP_29380.t01	CP195872	2468350	2469459	+	1110	1110	1161	1033	2081	1987	1402
ACSMXP_29385.t01	CP195872	2469687	2470133	+	447	1277	1700	1311	5484	4084	3912
ACSMXP_29390.t01	CP195872	2470205	2471305	-	1101	628	469	496	732	658	524
ACSMXP_29395.t01	CP195872	2471346	2472536	-	1191	967	815	784	997	795	660
ACSMXP_29400.t01	CP195872	2472674	2475268	-	2595	3008	2713	2443	4618	4234	3172
ACSMXP_29405.t01	CP195872	2475335	2476504	-	1170	2562	2244	2126	7378	6158	4596
ACSMXP_29410.t01	CP195872	2476547	2477440	-	894	1752	1605	1403	3698	3758	2578
ACSMXP_29415.t01	CP195872	2477653	2479689	+	2037	406	296	291	372	352	248
ACSMXP_29420.t01	CP195872	2479837	2480133	+	297	106	67	93	181	139	146
ACSMXP_29425.t01	CP195872	2480219	2480782	+	564	115	138	75	668	407	266
ACSMXP_29430.t01	CP195872	2480889	2482487	+	1599	416	357	316	1181	980	506
ACSMXP_29435.t01	CP195872	2483119	2485224	+	2106	678	665	665	540	462	406
ACSMXP_29440.t01	CP195872	2485627	2487846	+	2220	1732	1864	1484	1965	1581	1395
ACSMXP_29445.t01	CP195872	2487978	2490965	-	2988	2299	2701	2403	4173	3557	3190
ACSMXP_29450.t01	CP195872	2491120	2491857	-	738	182	114	149	258	356	223
ACSMXP_29455.t01	CP195872	2492255	2493103	-	849	751	728	780	2686	2450	2006
ACSMXP_29460.t01	CP195872	2493656	2494480	+	825	259	232	219	394	365	233
ACSMXP_29465.t01	CP195872	2494638	2495189	+	552	342	258	278	944	796	588
ACSMXP_29470.t01	CP195872	2495398	2497764	-	2367	659	585	521	1315	957	811
ACSMXP_29475.t01	CP195872	2498297	2498587	-	291	4762	10742	6918	60893	31610	46278
ACSMXP_29480.t01	CP195872	2498690	2498977	-	288	383	444	278	1971	1339	1444
ACSMXP_29485.t01	CP195872	2499612	2501159	-	1548	661	685	600	959	902	707
ACSMXP_29490.t01	CP195872	2501485	2502888	+	1404	1226	1118	1018	2466	2325	1406
ACSMXP_29495.t01	CP195872	2503218	2503487	+	270	4119	5406	4280	4896	3611	4064
ACSMXP_29500.t01	CP195872	2503667	2504656	+	990	3087	3694	3033	3375	3060	2468
ACSMXP_29505.t01	CP195872	2504697	2506163	-	1467	634	512	457	871	695	592
ACSMXP_29510.t01	CP195872	2506484	2507065	-	582	7700	6773	6228	7359	6873	4830
ACSMXP_29515.t01	CP195872	2507716	2509242	+	1527	808	750	619	895	581	544
ACSMXP_29520.t01	CP195872	2509345	2509545	+	201	442	722	588	11039	7883	7801
ACSMXP_29525.t01	CP195872	2509649	2510770	-	1122	664	795	637	3296	1801	2249
ACSMXP_29530.t01	CP195872	2511155	2512054	-	900	297	311	317	249	192	197
ACSMXP_29535.t01	CP195872	2512083	2512379	-	297	174	197	154	496	446	397
ACSMXP_29540.t01	CP195872	2512534	2513544	+	1011	695	518	503	2059	1553	1306
ACSMXP_29545.t01	CP195872	2513985	2515292	+	1308	908	927	862	2934	2296	1842
ACSMXP_29550.t01	CP195872	2515389	2516567	-	1179	562	519	409	560	473	372
ACSMXP_29555.t01	CP195872	2516936	2517877	+	942	4485	5351	4464	4227	4569	2785
ACSMXP_29560.t01	CP195872	2517888	2519048	+	1161	9020	11619	9018	7819	8789	4969
ACSMXP_29565.t01	CP195872	2519174	2520502	-	1329	334	270	269	188	146	134
ACSMXP_29570.t01	CP195872	2520647	2521732	-	1086	367	261	281	305	233	222
ACSMXP_29575.t01	CP195872	2521845	2522879	+	1035	373	411	352	1024	607	678
ACSMXP_29580.t01	CP195872	2523050	2523622	+	573	286	177	213	178	129	132
ACSMXP_29585.t01	CP195872	2523633	2524169	+	537	261	207	230	458	456	320
ACSMXP_29590.t01	CP195872	2524649	2524933	+	285	266	195	224	90	43	48
ACSMXP_29595.t01	CP195872	2525056	2525934	-	879	347	274	305	156	108	109
ACSMXP_29600.t01	CP195872	2526188	2526394	-	207	95	82	80	374	108	199
ACSMXP_29605.t01	CP195872	2526417	2528495	-	2079	1140	969	948	3564	1492	2134
ACSMXP_29610.t01	CP195872	2528759	2529769	-	1011	190	207	125	66	58	48
ACSMXP_29615.t01	CP195872	2529935	2530573	-	639	367	465	401	392	241	254
ACSMXP_29620.t01	CP195872	2530572	2530895	+	324	552	562	496	137	137	97
ACSMXP_29625.t01	CP195872	2531314	2532477	+	1164	8103	5925	5863	1895	1958	909
ACSMXP_29630.t01	CP195872	2532576	2534444	-	1869	1045	942	839	606	589	340
ACSMXP_29635.t01	CP195872	2534413	2535609	-	1197	983	989	862	858	852	578
ACSMXP_29640.t01	CP195872	2535609	2535884	-	276	179	231	205	398	373	271
ACSMXP_29645.t01	CP195872	2535881	2536633	-	753	510	519	463	509	424	294
ACSMXP_29650.t01	CP195872	2536742	2537653	-	912	1048	1119	1029	706	671	416
ACSMXP_29655.t01	CP195872	2537761	2537838	-	78	8184	9004	8096	11026	8057	7204
ACSMXP_29660.t01	CP195872	2538166	2539176	-	1011	2538	4032	3036	252	186	151
ACSMXP_29665.t01	CP195872	2539221	2540660	-	1440	2616	4669	3378	159	89	81
ACSMXP_29670.t01	CP195872	2540965	2541909	+	945	398	344	251	297	232	202
ACSMXP_29675.t01	CP195872	2541980	2542255	+	276	170	224	203	250	159	173
ACSMXP_29680.t01	CP195872	2542277	2543188	-	912	498	570	430	859	640	580
ACSMXP_29685.t01	CP195872	2543342	2544325	-	984	282	229	196	83	81	55
ACSMXP_29690.t01	CP195872	2544490	2545074	+	585	497	589	499	277	256	216
ACSMXP_29695.t01	CP195872	2545200	2545946	-	747	941	1051	924	1105	802	734
ACSMXP_29700.t01	CP195872	2546525	2548012	-	1488	6231	5345	5082	221	200	152
ACSMXP_29705.t01	CP195872	2548012	2549319	-	1308	6601	5149	4863	122	96	95
ACSMXP_29710.t01	CP195872	2549352	2550053	-	702	3817	3596	3024	120	80	78
ACSMXP_29715.t01	CP195872	2550050	2550817	-	768	3437	3134	2861	106	78	53
ACSMXP_29720.t01	CP195872	2550814	2551809	-	996	3542	2629	2634	90	63	46
ACSMXP_29725.t01	CP195872	2551872	2552732	-	861	4930	3322	3253	103	84	48
ACSMXP_29730.t01	CP195872	2552795	2554003	-	1209	26945	18190	19177	1087	586	683
ACSMXP_29735.t01	CP195872	2554240	2555088	+	849	3553	4313	3543	2608	2331	2141
ACSMXP_29740.t01	CP195872	2555342	2555629	-	288	292	266	248	374	273	323
ACSMXP_29745.t01	CP195872	2555765	2556034	-	270	60	44	32	55	36	63
ACSMXP_29750.t01	CP195872	2556437	2556706	-	270	122	138	106	330	238	311
ACSMXP_29755.t01	CP195872	2556703	2564283	-	7581	1583	1599	1453	4463	3717	3332
ACSMXP_29760.t01	CP195872	2564517	2567123	-	2607	1297	1191	1169	1078	1018	782
ACSMXP_29765.t01	CP195872	2567216	2570533	-	3318	1621	1703	1511	588	426	303
ACSMXP_29770.t01	CP195872	2570544	2571107	-	564	348	404	394	222	171	136
ACSMXP_29775.t01	CP195872	2571104	2571631	-	528	316	405	324	214	188	148
ACSMXP_29780.t01	CP195872	2571655	2573019	-	1365	1385	1582	1337	831	645	464
ACSMXP_29785.t01	CP195872	2573019	2574455	-	1437	1219	1303	1113	858	663	477
ACSMXP_29790.t01	CP195872	2574448	2576118	-	1671	1469	1766	1343	1773	1482	1160
ACSMXP_29795.t01	CP195872	2576120	2577229	-	1110	666	855	624	65	52	51
ACSMXP_29800.t01	CP195872	2577183	2578235	-	1053	723	726	591	106	97	113
ACSMXP_29805.t01	CP195872	2578240	2580162	-	1923	1750	1748	1516	272	222	225
ACSMXP_29810.t01	CP195872	2580314	2583094	-	2781	10898	8750	8640	729	564	494
ACSMXP_29815.t01	CP195872	2583478	2584053	-	576	1482	1436	1058	99	59	54
ACSMXP_29820.t01	CP195872	2584067	2585260	-	1194	4004	3079	3045	98	62	60
ACSMXP_29825.t01	CP195872	2585277	2585702	-	426	3702	4947	3911	163	156	125
ACSMXP_29830.t01	CP195872	2585712	2586134	-	423	2560	2267	2080	72	36	56
ACSMXP_29835.t01	CP195872	2586148	2587059	-	912	5593	4378	4290	137	100	104
ACSMXP_29840.t01	CP195872	2587153	2587848	-	696	7813	6490	6268	240	115	184
ACSMXP_29845.t01	CP195872	2588401	2588571	-	171	10	15	26	2	2	3
ACSMXP_29850.t01	CP195872	2588700	2590529	+	1830	1375	1504	1087	1029	944	734
ACSMXP_29855.t01	CP195872	2590526	2590936	+	411	774	972	777	1933	1678	1166
ACSMXP_29860.t01	CP195872	2590908	2591303	+	396	604	593	521	1482	1326	975
ACSMXP_29865.t01	CP195872	2591386	2591724	+	339	186	177	174	193	207	168
ACSMXP_29870.t01	CP195872	2591914	2592819	+	906	269	220	230	991	1827	845
ACSMXP_29875.t01	CP195872	2592816	2595851	+	3036	1367	1345	1279	3294	3933	2243
ACSMXP_29880.t01	CP195872	2596076	2596291	+	216	161	123	132	3996	7475	4302
ACSMXP_29885.t01	CP195872	2596288	2597304	+	1017	559	446	436	8108	12734	6453
ACSMXP_29890.t01	CP195872	2597342	2598388	+	1047	420	392	285	2753	4524	2266
ACSMXP_29895.t01	CP195872	2598551	2599240	-	690	1561	1872	1581	5211	4181	3979
ACSMXP_29900.t01	CP195872	2599483	2600877	+	1395	569	635	597	682	669	521
ACSMXP_29905.t01	CP195872	2600884	2601531	+	648	492	517	362	522	440	342
ACSMXP_29910.t01	CP195872	2601598	2602104	-	507	791	862	778	1244	1061	1006
ACSMXP_29915.t01	CP195872	2602383	2602979	-	597	4035	5090	3809	6208	4424	4254
ACSMXP_29920.t01	CP195872	2603275	2605905	+	2631	1806	1952	1744	1272	1026	855
ACSMXP_29925.t01	CP195872	2605898	2606845	+	948	567	681	544	739	745	461
ACSMXP_29930.t01	CP195872	2607011	2607565	-	555	219	162	186	200	196	119
ACSMXP_29935.t01	CP195872	2607672	2609012	-	1341	533	546	458	230	221	153
ACSMXP_29940.t01	CP195872	2609100	2610137	-	1038	285	295	265	230	190	150
ACSMXP_29945.t01	CP195872	2610392	2611093	-	702	299	230	290	455	425	311
ACSMXP_29950.t01	CP195872	2611096	2613324	-	2229	1526	1388	1364	3051	2964	2108
ACSMXP_29955.t01	CP195872	2613655	2614503	-	849	1334	1369	1093	2372	2077	1402
ACSMXP_29960.t01	CP195872	2614694	2615026	-	333	457	659	422	1851	1728	1204
ACSMXP_29965.t01	CP195872	2615371	2616267	+	897	379	450	368	631	505	536
ACSMXP_29970.t01	CP195872	2616353	2618653	+	2301	2631	3074	2587	2144	1848	1469
ACSMXP_29975.t01	CP195872	2618863	2619423	-	561	3213	3129	2884	2281	2172	1885
ACSMXP_29980.t01	CP195872	2619741	2620097	-	357	314	564	370	806	966	923
ACSMXP_29985.t01	CP195872	2620576	2621238	+	663	1420	2141	1563	5661	6249	4735
ACSMXP_29990.t01	CP195872	2621263	2622312	+	1050	1971	2468	2140	5507	5764	4763
ACSMXP_29995.t01	CP195872	2622612	2623988	-	1377	3202	3940	3192	2520	1979	1945
ACSMXP_30000.t01	CP195872	2624035	2624304	+	270	101	115	109	163	138	150
ACSMXP_30005.t01	CP195872	2626193	2627401	+	1209	1230	1587	1253	1376	1214	953
ACSMXP_30010.t01	CP195872	2627461	2628504	-	1044	1574	2012	1514	4082	2911	3202
ACSMXP_30015.t01	CP195872	2628658	2629044	-	387	446	677	552	809	644	551
ACSMXP_30020.t01	CP195872	2629127	2629741	-	615	753	739	664	1394	1066	1015
ACSMXP_30025.t01	CP195872	2629903	2631102	+	1200	1223	1460	1245	9512	6837	7816
ACSMXP_30030.t01	CP195872	2631115	2632143	+	1029	1000	1333	968	12346	6362	10217
ACSMXP_30035.t01	CP195872	2632275	2632901	-	627	294	342	274	23612	7072	19481
ACSMXP_30040.t01	CP195872	2633017	2633688	-	672	492	459	454	2616	1130	1864
ACSMXP_30045.t01	CP195872	2633771	2634412	+	642	2477	3098	2171	499	246	342
ACSMXP_30050.t01	CP195872	2634547	2635026	+	480	4658	5264	4296	226	169	175
ACSMXP_30055.t01	CP195872	2635573	2636658	-	1086	1375	1508	1279	849	599	618
ACSMXP_30060.t01	CP195872	2636814	2637722	+	909	806	933	725	2412	1843	1754
ACSMXP_30065.t01	CP195872	2637815	2638492	+	678	370	334	302	544	436	353
ACSMXP_30070.t01	CP195872	2638588	2639298	-	711	243	236	197	409	289	290
ACSMXP_30075.t01	CP195872	2639807	2641141	+	1335	846	824	761	2103	1880	1518
ACSMXP_30080.t01	CP195872	2641248	2642597	+	1350	366	380	284	232	251	168
ACSMXP_30085.t01	CP195872	2642674	2643591	+	918	429	449	429	341	302	183
ACSMXP_30090.t01	CP195872	2643690	2644154	-	465	322	351	290	308	231	180
ACSMXP_30095.t01	CP195872	2644230	2645441	-	1212	6831	7453	6266	8557	7495	5578
ACSMXP_30100.t01	CP195872	2645438	2646223	-	786	7989	9174	7603	17365	15552	11881
ACSMXP_30105.t01	CP195872	2646272	2647012	-	741	3547	4055	3303	6736	5046	4091
ACSMXP_30110.t01	CP195872	2647110	2647358	-	249	685	835	647	1668	1090	1158
ACSMXP_30115.t01	CP195872	2647449	2648030	+	582	116	102	73	62	64	41
ACSMXP_30120.t01	CP195872	2648052	2648291	-	240	226	191	205	448	325	271
ACSMXP_30125.t01	CP195872	2648610	2649437	-	828	578	628	539	753	749	538
ACSMXP_30130.t01	CP195872	2649469	2650122	-	654	424	371	356	331	307	199
ACSMXP_30135.t01	CP195872	2650532	2650705	+	174	101	108	60	179	153	146
ACSMXP_30140.t01	CP195872	2652433	2652636	-	204	60028	208839	138084	11524	10135	7811
ACSMXP_30145.t01	CP195872	2653031	2653834	-	804	860	891	807	1719	1398	1257
ACSMXP_30150.t01	CP195872	2653944	2654180	-	237	650	595	540	1132	703	746
ACSMXP_30155.t01	CP195872	2654388	2654840	+	453	146	107	108	135	130	117
ACSMXP_30160.t01	CP195872	2655540	2655719	-	180	229	215	176	682	580	422
ACSMXP_30165.t01	CP195872	2655964	2656683	-	720	637	714	614	2147	1397	1325
ACSMXP_30170	CP195872	2657447	2657782	-	336	146	198	144	641	441	385
ACSMXP_30175.t01	CP195872	2657880	2659352	-	1473	515	431	431	244	219	174
ACSMXP_30180.t01	CP195872	2659489	2660292	-	804	297	270	273	160	147	84
ACSMXP_30185.t01	CP195872	2660354	2661577	-	1224	579	456	471	266	246	170
ACSMXP_30190.t01	CP195872	2661631	2662440	-	810	184	155	133	69	65	56
ACSMXP_30195.t01	CP195872	2662437	2663072	-	636	148	151	185	129	113	94
ACSMXP_30200.t01	CP195872	2663072	2663602	-	531	254	226	139	252	269	160
ACSMXP_30205.t01	CP195872	2663602	2664954	-	1353	726	694	603	202	155	179
ACSMXP_30210.t01	CP195872	2664978	2665931	-	954	285	214	203	88	56	60
ACSMXP_30215.t01	CP195872	2666037	2667020	-	984	1753	1508	1485	742	582	558
ACSMXP_30220.t01	CP195872	2667524	2668606	+	1083	223	215	194	133	92	63
ACSMXP_30225.t01	CP195872	2668695	2671085	-	2391	444	306	298	265	233	185
ACSMXP_30230.t01	CP195872	2671493	2672878	-	1386	7656	5200	5398	436	379	339
ACSMXP_30235.t01	CP195872	2672875	2673192	-	318	66	54	48	219	167	194
ACSMXP_30240.t01	CP195872	2673189	2673923	-	735	227	270	263	399	261	294
ACSMXP_30245.t01	CP195872	2674338	2674613	+	276	14	33	20	43	32	43
ACSMXP_30250.t01	CP195872	2674636	2676204	+	1569	257	169	165	99	97	84
ACSMXP_30255.t01	CP195872	2676216	2677079	+	864	210	136	152	58	47	31
ACSMXP_30260.t01	CP195872	2677076	2677780	+	705	107	56	75	23	21	12
ACSMXP_30265.t01	CP195872	2677782	2677964	+	183	6	1	2	1	0	2
ACSMXP_30270.t01	CP195872	2678043	2679035	+	993	165	100	151	47	32	21
ACSMXP_30275.t01	CP195872	2679061	2680755	+	1695	222	204	197	125	128	112
